49152,57906,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2491,12056
73728,82482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1721,12057
86016,94770,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5104,12058
122880,139826,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2176,12059
221184,229938,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,872,12060
262144,270898,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,754,12061
278528,287282,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1678,12062
290816,299570,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,848,12063
491520,500274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1058,12064
561152,569906,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12065
577536,586290,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,73,12066
598016,614962,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,144,12067
643072,651826,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2678,12068
782336,823858,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,4604,12069
868352,877106,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2476,12070
921600,938546,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2108,12071
946176,967218,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1215,12072
1036288,1086002,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5217,12073
1126400,1135154,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5579,12074
1253376,1262130,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12075
1536000,1552946,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,328,12076
1683456,1692210,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1404,12077
1843200,1851954,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2082,12078
1875968,1884722,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,264,12079
1945600,1954354,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5594,12080
2007040,2019890,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12081
2023424,2032178,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,672,12082
2056192,2081330,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12083
2113536,2122290,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12084
2490368,2499122,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,236,12085
2527232,2535986,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1328,12086
2670592,2687538,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12087
2781184,2794034,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12088
2842624,2851378,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2301,12089
2887680,2896434,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5510,12090
2940928,2949682,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,508,12091
3043328,3056178,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12092
3100672,3109426,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1406,12093
3162112,3170866,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,164,12094
3178496,3191346,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12095
3342336,3359282,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12096
3670016,3678770,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,131,12097
3772416,3781170,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,686,12098
3887104,3899954,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12099
3928064,3936818,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5161,12100
3997696,4006450,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1431,12101
4067328,4076082,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1266,12102
4214784,4223538,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,272,12103
4276224,4284978,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2224,12104
4329472,4338226,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1194,12105
4386816,4395570,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,741,12106
4501504,4510258,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2792,12107
4681728,4690482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2630,12108
4734976,4743730,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,157,12109
4755456,4764210,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5458,12110
4820992,4829746,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12111
4902912,4911666,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,696,12112
4939776,4952626,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,923,12113
4960256,4969010,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12114
4993024,5005874,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12115
5025792,5034546,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2039,12116
5091328,5100082,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,729,12117
5177344,5186098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,508,12118
5275648,5284402,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,637,12119
5357568,5366322,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1987,12120
5406720,5415474,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,782,12121
5419008,5427762,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12122
5472256,5481010,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,660,12123
5500928,5509682,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,922,12124
5599232,5607986,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,666,12125
5640192,5648946,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,250,12126
5705728,5714482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,222,12127
6012928,6021682,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12128
6094848,6111794,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12129
6197248,6206002,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2563,12130
6393856,6402610,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1366,12131
6422528,6431282,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,607,12132
6635520,6644274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,46,12133
6672384,6685234,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12134
6742016,6750770,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,3937,12135
6975488,6984242,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12136
7106560,7115314,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2619,12137
7225344,7234098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2528,12138
7602176,7610930,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1489,12139
7704576,7713330,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2973,12140
7794688,7803442,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,3505,12141
7806976,7815730,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,289,12142
7917568,7926322,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,973,12143
8396800,8405554,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,4927,12144
8704000,8712754,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1175,12145
9240576,9249330,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1346,12146
9273344,9282098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1286,12147
9318400,9327154,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2265,12148
9375744,9384498,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12149
9629696,9638450,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1261,12150
9650176,9658930,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,920,12151
9728000,9736754,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,2022,12152
9773056,9785906,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1296,12153
10059776,10068530,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,508,12154
10121216,10129970,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1028,12155
10162176,10170930,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,73,12156
10219520,10228274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,164,12157
10252288,10277426,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12158
10301440,10310194,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,250,12159
10424320,10433074,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,6,12160
10444800,10461746,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,165,12161
10481664,10490418,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,6,12162
10543104,10551858,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,156,12163
10555392,10564146,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12164
10584064,10592818,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,27,12165
10612736,10637874,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12166
10678272,10687026,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,680,12167
10747904,10756658,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12168
10829824,10838578,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12169
10842112,10850866,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,696,12170
10858496,10867250,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,632,12171
10874880,10883634,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,644,12172
11018240,11026994,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12173
11079680,11088434,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,637,12174
11120640,11129394,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,5016,12175
11137024,11145778,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1368,12176
11157504,11170354,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,35,12177
11177984,11186738,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12178
11223040,11235890,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1,12179
11243520,11252274,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,266,12180
11255808,11272754,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1,12181
11321344,11330098,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1240,12182
11337728,11346482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,126,12183
11370496,11379250,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1142,12184
11399168,11412018,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12185
11472896,11489842,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12186
11538432,11547186,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1385,12187
11579392,11588146,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,79,12188
11730944,11739698,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,4370,12189
11747328,11760178,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,1,12190
11825152,11838002,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12191
11845632,11858482,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12192
11882496,11891250,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,654,12193
11902976,11915826,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,158,12194
11919360,11928114,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,672,12195
11939840,11948594,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,250,12196
12042240,12055090,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,3053,12197
12079104,12091954,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,345,12198
12111872,12120626,/media/dkohlsdorf/GODZILLA/2011_wav//08121101C.wav,49,12199
